link,title,rating,subject
https://movie.douban.com/subject/1292365/	,活着	,9.3	,张艺谋最好的电影。
https://movie.douban.com/subject/3319755/	,怦然心动	,9.1	,真正的幸福是来自内心深处。
https://movie.douban.com/subject/1851857/	,蝙蝠侠：黑暗骑士	,9.2	,无尽的黑暗。
https://movie.douban.com/subject/1291552/	,指环王3：王者无敌	,9.3	,史诗的终章。
https://movie.douban.com/subject/26752088/	,我不是药神	,9.0	,对我们国家而言，这样的电影多一部是一部。
https://movie.douban.com/subject/1300267/	,乱世佳人	,9.3	,Tomorrow is another day.
https://movie.douban.com/subject/3742360/	,让子弹飞	,9.0	,你给我翻译翻译，神马叫做TMD的惊喜。
https://movie.douban.com/subject/2129039/	,飞屋环游记	,9.1	,最后那些最无聊的事情，才是最值得怀念的。 
https://movie.douban.com/subject/1308807/	,哈尔的移动城堡	,9.1	,带着心爱的人在天空飞翔。
https://movie.douban.com/subject/1293182/	,十二怒汉	,9.4	,1957年的理想主义。 
https://movie.douban.com/subject/25958717/	,海蒂和爷爷	,9.3	,如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。
https://movie.douban.com/subject/21937452/	,素媛	,9.3	,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。
https://movie.douban.com/subject/1305487/	,猫鼠游戏	,9.1	,骗子大师和执著警探的你追我跑故事。 
https://movie.douban.com/subject/1291583/	,天空之城	,9.2	,对天空的追逐，永不停止。 
https://movie.douban.com/subject/1291858/	,鬼子来了	,9.3	,对敌人的仁慈，就是对自己残忍。
https://movie.douban.com/subject/26387939/	,摔跤吧！爸爸	,9.0	,你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。
https://movie.douban.com/subject/1929463/	,少年派的奇幻漂流	,9.1	,瑰丽壮观、无人能及的冒险之旅。
https://movie.douban.com/subject/1296736/	,钢琴家	,9.3	,
https://movie.douban.com/subject/1291548/	,死亡诗社	,9.2	,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。
https://movie.douban.com/subject/1291572/	,指环王2：双塔奇兵	,9.2	,承前启后的史诗篇章。
https://movie.douban.com/subject/1299398/	,大话西游之月光宝盒	,9.0	,
https://movie.douban.com/subject/27060077/	,绿皮书	,8.9	,去除成见，需要勇气。
https://movie.douban.com/subject/1292052/	,肖申克的救赎	,9.7	,希望让人自由。
https://movie.douban.com/subject/1291546/	,霸王别姬	,9.6	,风华绝代。
https://movie.douban.com/subject/1292722/	,泰坦尼克号	,9.5	,失去的才是永恒的。 
https://movie.douban.com/subject/1292720/	,阿甘正传	,9.5	,一部美国近现代史。
https://movie.douban.com/subject/1291561/	,千与千寻	,9.4	,最好的宫崎骏，最好的久石让。 
https://movie.douban.com/subject/1889243/	,星际穿越	,9.4	,爱是一种力量，让我们超越时空感知它的存在。
https://movie.douban.com/subject/1292063/	,美丽人生	,9.5	,最美的谎言。
https://movie.douban.com/subject/1295644/	,这个杀手不太冷	,9.4	,怪蜀黍和小萝莉不得不说的故事。
https://movie.douban.com/subject/3541415/	,盗梦空间	,9.4	,诺兰给了我们一场无法盗取的梦。
https://movie.douban.com/subject/1292064/	,楚门的世界	,9.4	,如果再也不能见到你，祝你早安，午安，晚安。
https://movie.douban.com/subject/1295124/	,辛德勒的名单	,9.5	,拯救一个人，就是拯救整个世界。
https://movie.douban.com/subject/3011091/	,忠犬八公的故事	,9.4	,永远都不能忘记你所爱的人。
